,EMA,CMO,MINUSDM,PLUSDM,CLOSE,CLOSEL1,CLOSEL2,CLOSEL3,PATT_3OUT,PATT_CMB,RSI,MACD,MACD_SIGNAL,MACD_HIST,ADX,ATR,NATR,BB_UPPER,BB_MIDDLE,BB_LOWER,BB_WIDTH,OBV,MFI,AD,ADOSC,STOCH_K,STOCH_D,TRIX,ROC,UP_DOWN,FWD_RET,FWD_RET_BPS,fng_score,fng_ordinal,fng_ordinal_smooth,fng_ordinal_smooth_int,finbert_pos_smooth,finbert_neg_smooth,finbert_neutral_smooth,fomc_sentiment_composite_smooth,fomc_sentiment_polarity_smooth,word_count_smooth,unique_addresses_used_smooth,confirmed_tx_per_day_smooth,output_value_per_day_btc_smooth,avg_tx_per_block_smooth,median_confirmation_time_min_smooth,avg_confirmation_time_min_smooth,total_hash_rate_ths_smooth,network_difficulty_smooth,miners_revenue_usd_smooth,total_tx_fees_btc_smooth,blockchain_size_smooth,avg_block_size_smooth
243,117616.98335667796,5.4209075073470805,3712.514672784223,3333.0560667236177,118232.11,118130.1,117776.11,117304.47,0,0,52.71045375367355,-149.22092302454985,-277.6330443522687,128.41212132771886,15.205289203359104,1159.3342360361812,0.9805578501780787,119834.64119376767,117477.43250000008,115120.22380623249,0.04013040877051157,46311.529106999995,44.568075610001486,13360.403530664431,987.6699967653294,70.2995376756282,64.43289808836339,-0.0331240366965635,-0.21673756499763774,0,-0.002639891988732934,-26.398919887329342,72,4,4.0,4,0.23577080563779712,0.5629173630305494,0.20131183872154404,-0.3271465573927523,-0.40960486235598564,7071.0,547342.6666666666,401489.0,761883.1238559162,2693.970564058957,6.37222222222222,20.299703908945304,935269743.8145156,126271255279307.52,56379140.78971708,6.4395610466666655,674003.298423,1.560225059580499
244,117652.63119706878,1.6014514756986626,3538.582505735215,3124.7400625533915,117919.99,118232.11,118130.1,117776.11,0,0,50.800725737849326,-111.7550672179641,-244.4574489254078,132.7023817074437,14.64313063143711,1111.42584628392,0.9425253905499145,119766.16526671144,117446.41875000008,115126.67223328873,0.03950306090897903,45452.88015699999,46.943971127353684,12659.712760723005,750.8033719166215,71.31416901495852,68.457198090526,-0.030756034999845916,-0.41904735846554075,1,0.0022289689814254388,22.289689814254388,72,4,4.0,4,0.23577080563779712,0.5629173630305494,0.20131183872154404,-0.3271465573927523,-0.40960486235598564,7071.0,547342.6666666666,401489.0,761883.1238559162,2693.970564058957,6.37222222222222,20.299703908945304,935269743.8145156,126271255279307.52,56379140.78971708,6.4395610466666655,674003.298423,1.560225059580499
245,117715.0075268254,4.70282015723902,3317.421099126764,3010.963808643794,118182.83,117919.99,118232.11,118130.1,0,0,52.35141007861951,-60.16062101944408,-207.59808334421504,147.43746232477096,14.030596403252298,1075.2542308911745,0.9098227135796076,119696.61288250612,117420.34562500009,115144.07836749406,0.03877125800286157,46460.38711699999,45.551951291305855,13003.908368932085,695.165321461709,71.68601715592935,71.09990794883868,-0.027755562099440745,-0.3517453625632383,0,-0.000735132167676178,-7.3513216767617795,73,4,4.0,4,0.23577080563779712,0.5629173630305494,0.20131183872154404,-0.3271465573927523,-0.40960486235598564,7071.0,532486.3333333334,470305.3333333333,712093.4918670125,3069.5404675759187,6.313888888888886,18.270199591179246,965688420.0268539,126694418136432.06,58125103.01112422,6.450583463333333,674236.0712376666,1.6045582722944738
246,117759.82428837536,3.5520712473929987,3110.0822804313416,2903.4285706035657,118095.95,118182.83,117919.99,118232.11,0,0,51.7760356236965,-25.9826290289202,-171.27499248115606,145.29236345223586,13.368464764256133,1031.3064664604758,0.8732784371186953,119498.33933692076,117358.05187500009,115217.76441307942,0.036474488588142624,45652.17498699999,41.90962731965937,12322.589605146139,392.42421039265355,71.00166402976606,71.33395006688464,-0.024509325945343274,-0.8369114298825253,0,-0.00019678913629117556,-1.9678913629117556,73,4,4.0,4,0.23577080563779712,0.5629173630305494,0.20131183872154404,-0.3271465573927523,-0.40960486235598564,7071.0,532486.3333333334,470305.3333333333,712093.4918670125,3069.5404675759187,6.313888888888886,18.270199591179246,965688420.0268539,126694418136432.06,58125103.01112422,6.450583463333333,674236.0712376666,1.6045582722944738
247,117796.6343720959,3.228353709239932,3122.462137904392,2721.964284940843,118072.71,118095.95,118182.83,117919.99,0,0,51.61417685461996,-0.7628047738980968,-137.17255493970447,136.40975016580637,12.961226090929229,993.9048123066964,0.841773524387385,119320.64032896924,117303.6325000001,115286.62467103095,0.03438952035810388,44816.205386999995,38.59523401734995,12308.260242662342,228.34130322022793,74.49917693277514,72.3956193728235,-0.021210208758304372,-0.7320371316042462,1,0.004345034513055568,43.450345130555675,73,4,4.0,4,0.23577080563779712,0.5629173630305494,0.20131183872154404,-0.3271465573927523,-0.40960486235598564,7071.0,532486.3333333334,470305.3333333333,712093.4918670125,3069.5404675759187,6.313888888888886,18.270199591179246,965688420.0268539,126694418136432.06,58125103.01112422,6.450583463333333,674236.0712376666,1.6045582722944738
248,117889.4703283199,9.863400221261157,2927.3082542853676,2846.9815171320397,118585.74,118072.71,118095.95,118182.83,0,1,54.93170011063058,59.93047981077689,-97.7519479896082,157.68242780038508,12.23809385117253,975.4107615375278,0.8225363028788518,119370.58891529002,117318.9293750001,115267.26983471017,0.03497576309671167,46402.257036999996,41.72129532658331,13884.041185702481,641.8430227788049,83.41567602967787,76.30550566407301,-0.01725798048560767,0.20681760394263282,1,0.0031560287096914497,31.560287096914497,73,4,4.0,4,0.23577080563779712,0.5629173630305494,0.20131183872154404,-0.3271465573927523,-0.40960486235598564,7071.0,532486.3333333334,470305.3333333333,712093.4918670125,3069.5404675759187,6.313888888888886,18.270199591179246,965688420.0268539,126694418136432.06,58125103.01112422,6.450583463333333,674236.0712376666,1.6045582722944738
249,118015.41499557639,14.428840181643485,2744.3514883925322,3621.055172311282,118960.0,118585.74,118072.71,118095.95,0,0,57.21442009082174,136.65472864708863,-50.870612662268826,187.52534130935746,12.334021778464441,974.0894639414316,0.8188378143421583,119485.69160784075,117540.2006250001,115594.70964215945,0.033103414363695724,49820.629377,57.610671134980684,13146.962933781217,518.1285530979294,88.67474396696328,82.19653230980542,-0.012462905797072654,3.067363047161975,1,0.0038294384667114656,38.294384667114656,73,4,4.0,4,0.23577080563779712,0.5629173630305494,0.20131183872154404,-0.3271465573927523,-0.40960486235598564,7071.0,532486.3333333334,470305.3333333333,712093.4918670125,3069.5404675759187,6.313888888888886,18.270199591179246,965688420.0268539,126694418136432.06,58125103.01112422,6.450583463333333,674236.0712376666,1.6045582722944738
250,118180.13676080269,19.708915868877448,2572.829520367999,3621.3792240418265,119415.55,118960.0,118585.74,118072.71,0,0,59.854457934438734,231.5491717108962,5.613344212364183,225.935827498532,12.621139411115642,979.0157474450915,0.8198394157587446,119576.55729893051,117796.1718750001,116015.7864510697,0.030228239094555107,51492.825887,74.1071700437235,13703.948847128147,597.6382831026931,93.55798839214651,88.54946946292921,-0.00662250926464214,3.5514565078515137,0,-0.0010682025917060356,-10.682025917060356,73,4,4.0,4,0.23577080563779712,0.5629173630305494,0.20131183872154404,-0.3271465573927523,-0.40960486235598564,7071.0,532486.3333333334,470305.3333333333,712093.4918670125,3069.5404675759187,6.313888888888886,18.270199591179246,965688420.0268539,126694418136432.06,58125103.01112422,6.450583463333333,674236.0712376666,1.6045582722944738
251,118310.47243600238,17.542632204924647,2412.027675344999,3428.3930225392182,119287.99,119415.55,118960.0,118585.74,0,0,58.77131610246232,293.0822063425294,63.10711663839723,229.97508970413216,12.919959610852876,970.2960132297733,0.8134062894594613,119761.08028842563,117967.6975000001,116174.31471157457,0.030404641718560766,49668.294207,69.45712824711853,13302.921347910064,448.23457898046036,90.08872320450318,90.77381852120432,-0.00045280434248784474,2.3548358476717546,0,-0.0032525487268249,-32.525487268248995,75,4,4.0,4,0.23577080563779712,0.5629173630305494,0.20131183872154404,-0.3271465573927523,-0.40960486235598564,7071.0,508591.3333333333,491358.0,647693.281772582,3291.027565578137,6.786111111111109,17.27378777281533,947827145.2900413,127144028672126.89,57126932.70297966,4.550095993333333,674482.4694973333,1.665622368840148
252,118379.8286200021,11.02422733545358,2447.4659456359386,3214.118458630517,118900.0,119287.99,119415.55,118960.0,0,0,55.51211366772678,307.00111146598647,111.88591560391508,195.1151958620714,12.958793809150018,967.575012402913,0.813772087807328,119587.66728765797,118166.00500000009,116744.34271234222,0.024062119856855205,47308.232007,80.00692146684224,11583.016724667807,-200.87609637212154,87.1972615018441,90.2813243661646,0.005171368222423034,2.7417264826866683,0,-0.0006098402018502869,-6.098402018502869,75,4,4.0,4,0.23577080563779712,0.5629173630305494,0.20131183872154404,-0.3271465573927523,-0.40960486235598564,7071.0,508591.3333333333,491358.0,647693.281772582,3291.027565578137,6.786111111111109,17.27378777281533,947827145.2900413,127144028672126.89,57126932.70297966,4.550095993333333,674482.4694973333,1.665622368840148
253,118432.49466470773,9.81029335594169,2593.339324033689,3013.23605496611,118827.49,118900.0,119287.99,119415.55,0,0,54.90514667797085,308.6233748935774,151.23340746184755,157.38996743172987,12.616954326647777,946.302824127731,0.7963669216001541,119529.86887962445,118299.68562500009,117069.50237037572,0.020797743428058527,45248.049806999996,70.72112710546412,11835.341581343318,-367.87472767668623,79.54481928007102,85.61026799547277,0.010096175475382552,1.8329896836537518,0,-0.005491911004768424,-54.91911004768424,75,4,4.0,4,0.23577080563779712,0.5629173630305494,0.20131183872154404,-0.3271465573927523,-0.40960486235598564,7071.0,508591.3333333333,491358.0,647693.281772582,3291.027565578137,6.786111111111109,17.27378777281533,947827145.2900413,127144028672126.89,57126932.70297966,4.550095993333333,674482.4694973333,1.665622368840148
254,118402.18941003623,-0.6211087934844531,3010.995616281589,2824.908801530728,118174.9,118827.49,118900.0,119287.99,0,0,49.689445603257774,254.31884196768806,171.85049436301566,82.4683476046724,12.027685572399571,962.0307726197476,0.8140736929921224,119515.78068474172,118334.72250000008,117153.66431525843,0.019961312449803502,41455.439526999995,58.60258122150791,9810.389403714194,-1047.0521581217563,62.68130976994604,76.47446351728705,0.013433759221137542,0.4766341782730388,0,-0.0008984141302424975,-8.984141302424975,75,4,4.0,4,0.23577080563779712,0.5629173630305494,0.20131183872154404,-0.3271465573927523,-0.40960486235598564,7071.0,508591.3333333333,491358.0,647693.281772582,3291.027565578137,6.786111111111109,17.27378777281533,947827145.2900413,127144028672126.89,57126932.70297966,4.550095993333333,674482.4694973333,1.665622368840148
255,118362.95889120843,-2.23280403137209,3291.0383902639855,2648.3520014350574,118068.73,118174.9,118827.49,118900.0,0,0,48.88359798431395,200.40493335660722,177.56138216173397,22.843551194873243,11.952251891842334,961.2232243310134,0.8141217613935658,119479.42792513016,118370.91687500008,117262.40582487,0.018729449418739746,38879.884257,51.371130382350024,10714.985656260766,-941.8848303915802,46.461673993581606,62.895934347866216,0.015384577568222646,0.4929031177392629,0,-5.429041203364182e-05,-0.5429041203364182,75,4,4.0,4,0.23577080563779712,0.5629173630305494,0.20131183872154404,-0.3271465573927523,-0.40960486235598564,7071.0,508591.3333333333,491358.0,647693.281772582,3291.027565578137,6.786111111111109,17.27378777281533,947827145.2900413,127144028672126.89,57126932.70297966,4.550095993333333,674482.4694973333,1.665622368840148
256,118327.5896098898,-2.3348071672421593,3085.3484908724863,2482.8300013453663,118062.32,118068.73,118174.9,118827.49,0,0,48.83259641637891,155.3695356316166,173.1230128557105,-17.7534772240939,11.881532816319924,954.2667728103249,0.8082737767734235,119397.72290760375,118418.28250000009,117438.84209239643,0.016542047172549697,37531.078346999995,55.52386682695335,11150.67510295155,-674.6074787011148,33.31240444192436,47.485129401817325,0.016274281782613365,0.6460538119306136,1,0.0059505013962117825,59.50501396211783,75,4,4.0,4,0.23577080563779712,0.5629173630305494,0.20131183872154404,-0.3271465573927523,-0.40960486235598564,7071.0,508591.3333333333,491358.0,647693.281772582,3291.027565578137,6.786111111111109,17.27378777281533,947827145.2900413,127144028672126.89,57126932.70297966,4.550095993333333,674482.4694973333,1.665622368840148
257,118379.0320087263,8.79013462373483,2892.514210192956,2777.643126261286,118764.85,118062.32,118068.73,118174.9,0,1,54.395067311867415,174.35707831851323,173.36982594827106,0.9872523702421745,11.265555066964417,979.0000995096797,0.8243180532873823,119413.33074387164,118480.07875000009,117546.82675612853,0.015753736893453156,39773.95602699999,56.60663464355875,13276.757004504163,172.54181373000938,39.12094086422704,39.63167309991099,0.01734432102895589,0.8395081141667982,1,0.0009895183633876758,9.895183633876758,73,4,4.0,4,0.23577080563779712,0.5629173630305494,0.20131183872154404,-0.3271465573927523,-0.40960486235598564,7071.0,492543.0,516140.3333333333,523907.018135278,3554.161114428712,6.3777777777777755,16.762759923489316,919683042.3968801,127593639207821.7,55919512.72406254,4.184433686666667,674732.381023,1.6648346139550902
258,118438.2482429938,10.52572875674805,2711.7320720558964,3077.400430869956,118882.37,118764.85,118062.32,118068.73,0,0,55.26286437837402,196.6211977647181,178.02010031156047,18.60109745315762,10.956236754745591,971.3563432903245,0.8170735015547927,119460.88104950865,118527.09562500007,117593.3102004915,0.015756488751954532,42353.94873699999,58.468523686893256,13501.779830804111,575.0154404809055,49.35320691523581,40.59551740712906,0.018630860040724784,0.6368148338145696,0,-0.0024393019755577505,-24.393019755577505,73,4,4.0,4,0.23577080563779712,0.5629173630305494,0.20131183872154404,-0.3271465573927523,-0.40960486235598564,7071.0,492543.0,516140.3333333333,523907.018135278,3554.161114428712,6.3777777777777755,16.762759923489316,919683042.3968801,127593639207821.7,55919512.72406254,4.184433686666667,674732.381023,1.6648346139550902
259,118456.38139087688,5.254093930036005,2798.0388175524113,2885.0629039405835,118592.38,118882.37,118764.85,118062.32,0,0,52.627046965017996,188.69079336771392,180.15423892279117,8.536554444922757,10.367176832584251,966.2796968346795,0.8147907115403868,119471.15390604177,118549.61250000008,117628.07109395838,0.015546932404215064,40390.99522699999,53.35249048566357,13441.995676067081,668.3673803280453,55.59676852827539,48.02363876924608,0.01958600825220369,0.3047141762081429,0,-0.010054355937540116,-100.54355937540116,73,4,4.0,4,0.23577080563779712,0.5629173630305494,0.20131183872154404,-0.3271465573927523,-0.40960486235598564,7071.0,492543.0,516140.3333333333,523907.018135278,3554.161114428712,6.3777777777777755,16.762759923489316,919683042.3968801,127593639207821.7,55919512.72406254,4.184433686666667,674732.381023,1.6648346139550902
260,118332.10240371489,-12.954797747115407,3512.031391455381,2704.746472444297,117400.01,118592.38,118882.37,118764.85,0,0,43.5226011264423,85.20935638011724,161.16526241425638,-75.95590603413913,10.530827287988272,1018.9378407825119,0.8679197223088072,119554.56458831507,118517.11375000008,117479.66291168508,0.01750719040464305,36217.03884699999,48.21644191859622,9858.823464889432,-494.30410968447177,38.49506100692255,47.81501215014458,0.01860015813386351,-0.44096001025780707,1,0.0010671208631072293,10.671208631072293,73,4,4.0,4,0.23577080563779712,0.5629173630305494,0.20131183872154404,-0.3271465573927523,-0.40960486235598564,7071.0,492543.0,516140.3333333333,523907.018135278,3554.161114428712,6.3777777777777755,16.762759923489316,919683042.3968801,127593639207821.7,55919512.72406254,4.184433686666667,674732.381023,1.6648346139550902
261,118237.18329739549,-10.806428631388801,3613.7794294894193,2535.6998179165284,117525.29,117400.01,118592.38,118882.37,0,0,44.596785684305594,13.156955818543793,131.56360109511385,-118.40664527657006,10.968352722661749,1024.397975733605,0.8716404577547566,119610.71605743885,118476.01750000007,117341.3189425613,0.019154907151378197,38658.10218699999,43.4873688110314,9953.218014003742,-894.9710800000885,24.775851270285,39.62256026849432,0.016462188707389025,-0.5563752365720154,1,0.0036202420772584176,36.202420772584176,73,4,4.0,4,0.23577080563779712,0.5629173630305494,0.20131183872154404,-0.3271465573927523,-0.40960486235598564,7071.0,492543.0,516140.3333333333,523907.018135278,3554.161114428712,6.3777777777777755,16.762759923489316,919683042.3968801,127593639207821.7,55919512.72406254,4.184433686666667,674732.381023,1.6648346139550902
262,118203.48643887838,-3.6639662516373352,3387.9182151463306,2377.2185792967452,117950.76,117525.29,117400.01,118592.38,0,1,48.16801687418133,-9.503665200565592,103.35014783597796,-112.85381303654356,11.378532817668134,1016.9381022502544,0.8621717250912622,119615.88719383562,118466.94312500008,117317.99905616454,0.01939687204764343,40395.19301699999,44.90637690519234,11501.291005081242,-484.9506088772632,20.108532579359395,27.793148285522317,0.014175168349717104,-0.12294240403671886,1,0.0017898146650348057,17.898146650348057,73,4,4.0,4,0.23577080563779712,0.5629173630305494,0.20131183872154404,-0.3271465573927523,-0.40960486235598564,7071.0,492543.0,516140.3333333333,523907.018135278,3554.161114428712,6.3777777777777755,16.762759923489316,919683042.3968801,127593639207821.7,55919512.72406254,4.184433686666667,674732.381023,1.6648346139550902
263,118198.59038724563,-0.2440901788177872,3176.173326699685,2478.642418090699,118161.87,117950.76,117525.29,117400.01,0,0,49.87795491059111,-10.308725369948661,80.61837319479264,-90.9270985647413,11.438322391005673,1005.7213458596135,0.851138650615138,119614.60175396208,118472.51562500009,117330.4294960381,0.01928018701952827,41621.57807699999,47.73603903189205,12469.562185568411,34.95774208956027,32.589511859845906,25.824631903163436,0.012141422721345663,0.07551279207531625,0,-0.00032887089549282766,-3.2887089549282766,74,4,4.0,4,0.27099507935816425,0.5640205581486106,0.16498436357945176,-0.2930254787904464,-0.35092214520122555,7103.0,515993.3333333333,442035.3333333333,562738.7178069834,3349.7197823403208,8.323611111111111,28.4208314577631,833182466.045349,127620086886392.0,51469026.290804744,4.466720566666667,674973.8595793335,1.641292298264925
264,118189.69857698143,-0.8860972904067559,2977.6624937809547,2485.837266960031,118123.01,118161.87,117950.76,117525.29,0,0,49.55695135479662,-13.921935185047914,61.710311518824525,-75.63224670387244,11.286053360766894,989.4125117433875,0.837612004420974,119596.13511707788,118443.59500000009,117291.0548829223,0.019461417345155566,40389.48844699999,47.22733449234719,12745.135496566807,332.151962612792,39.58222924161306,30.760091226939455,0.010286119964053597,-0.3902071193383039,0,-0.004597072153850412,-45.97072153850412,74,4,4.0,4,0.27099507935816425,0.5640205581486106,0.16498436357945176,-0.2930254787904464,-0.35092214520122555,7103.0,515993.3333333333,442035.3333333333,562738.7178069834,3349.7197823403208,8.323611111111111,28.4208314577631,833182466.045349,127620086886392.0,51469026.290804744,4.466720566666667,674973.8595793335,1.641292298264925
