open_time,open,high,low,close,volume
1756051200000,114400.01,114917.1,110680.0,112600.0,8322.01988
1756065600000,112600.0,113692.97,111632.85,113493.59,4256.85481
1756080000000,113493.59,113667.28,112159.0,112916.84,2384.9729
1756094400000,112916.84,113059.52,111284.05,111511.55,4054.02521
1756108800000,111511.56,111850.13,110929.48,111214.97,4028.25788
1756123200000,111214.97,112580.0,110588.0,112200.64,4593.3206
1756137600000,112200.65,112937.26,110655.01,110716.13,3109.40411
1756152000000,110716.13,111092.54,109274.1,110111.98,7012.81309
1756166400000,110111.98,110111.98,108666.66,109879.56,4155.39206
1756180800000,109879.57,110547.31,109765.93,110303.2,1910.05232
1756195200000,110303.2,110455.13,109570.34,109876.52,1852.10166
1756209600000,109876.53,110818.6,109393.93,109666.33,4559.68511
1756224000000,109666.34,111162.59,109450.0,111116.03,3548.51055
1756238400000,111116.03,112371.0,110918.26,111763.22,2426.69707
1756252800000,111763.22,111825.16,110918.26,111418.15,2172.27313
1756267200000,111418.15,111737.26,110622.5,110725.18,1809.80294
