symbol,interval,start_str,timelag,model,rows,split_mode,test_size,class_weight,label_mode,ret_bps,accuracy,precision,recall,f1,auc,confusion_matrix,best_threshold,trades,hit_rate,avg_net_ret_per_bar,avg_net_ret_per_trade,total_net_return,sharpe_like,cost_roundtrip,r2,mae_bps,mape_pct
BTCUSDT,1d,120 days ago UTC,16,linreg,73,time,0.2,,return_bps,0.0,,,,,,[],0.0,3,,13.483874296586768,,40.4516228897603,0.18542859984858615,0.0026,-14.859930618814337,548.1022917152793,1775.8761259608934
BTCUSDT,1d,120 days ago UTC,16,linreg,73,time,0.2,,return_bps,0.0,,,,,,[],0.0,3,,13.483874296586768,,40.4516228897603,0.18542859984858615,0.0026,-14.868900392353922,548.2186634839785,1770.6216597842122
BTCUSDT,1d,120 days ago UTC,16,rf_reg,73,time,0.2,,return_bps,0.0,,,,,,[],21.0,3,,109.64566580201775,,328.93699740605325,1.542350190999729,0.0026,-0.31302988980581903,173.93952211947789,511.1151896021879
BTCUSDT,1d,120 days ago UTC,16,hgb_reg,73,time,0.2,,return_bps,0.0,,,,,,[],25.0,2,,3.4550404637045062,,6.9100809274090125,0.039554082070393494,0.0026,-0.2749237923886596,163.5966203805744,153.04553498952322
BTCUSDT,1d,120 days ago UTC,16,svr,73,time,0.2,,return_bps,0.0,,,,,,[],0.0,0,,,,0.0,,0.0026,-0.09855061020164335,150.81893753115227,186.62481380946812
BTCUSDT,1d,120 days ago UTC,16,hgb_reg,73,time,0.2,,return_bps,0.0,,,,,,[],25.0,2,,3.4550404637045062,,6.9100809274090125,0.039554082070393494,0.0026,-0.2749241684438697,163.5966787415417,153.0454176555077
BTCUSDT,1d,120 days ago UTC,16,hgb_reg,73,time,0.2,,return_bps,0.0,,,,,,[],25.0,2,,3.4550404637045062,,6.9100809274090125,0.039554082070393494,0.0026,-0.2749237923886596,163.5966203805744,153.04553498952322
BTCUSDT,1d,120 days ago UTC,16,hgb_reg,73,time,0.2,,return_bps,0.0,,,,,,[],25.0,2,,3.4550404637045062,,6.9100809274090125,0.039554082070393494,0.0026,-0.2749241684438697,163.5966787415417,153.0454176555077
BTCUSDT,1d,120 days ago UTC,16,hgb_reg,73,time,0.2,,return_bps,0.0,,,,,,[],25.0,2,,3.4550404637045062,,6.9100809274090125,0.039554082070393494,0.0026,-0.2749237923886596,163.5966203805744,153.04553498952322
BTCUSDT,1d,120 days ago UTC,16,hgb_reg,73,time,0.2,,return_bps,0.0,,,,,,[],25.0,2,,3.4550404637045062,,6.9100809274090125,0.039554082070393494,0.0026,-0.2745188509664471,163.533823979812,153.1737880499703
BTCUSDT,1d,120 days ago UTC,16,hgb_reg,73,time,0.2,,return_bps,0.0,,,,,,[],25.0,2,,3.4550404637045062,,6.9100809274090125,0.039554082070393494,0.0026,-0.2743233127426088,163.50353463780857,153.23711359085982
BTCUSDT,4h,365 days ago UTC,16,linreg,2143,time,0.2,,return_bps,0.0,,,,,,[],60.0,20,,-41.19184859829382,,-823.8369719658763,-0.9610528365589132,0.0026,-0.5896692895085274,60.653664576138155,958.2092867940099
BTCUSDT,4h,365 days ago UTC,16,linreg,2143,time,0.2,,return_bps,0.0,,,,,,[],60.0,20,,-41.19184859829382,,-823.8369719658763,-0.9610528365589132,0.0026,-0.5896780863030826,60.65226041308401,958.2104876927272
BTCUSDT,4h,365 days ago UTC,16,rf_reg,2143,time,0.2,,return_bps,0.0,,,,,,[],2.0,1,,28.010695517561217,,28.010695517561217,28010695517.561214,0.0026,-0.32113475712842376,51.46148294120513,582.0164224486259
BTCUSDT,4h,365 days ago UTC,16,hgb_reg,2143,time,0.2,,return_bps,0.0,,,,,,[],22.0,12,,19.93820233457011,,239.25842801484134,0.44424466182036626,0.0026,-0.11740884506874183,47.95456302196576,448.4922448171345
BTCUSDT,4h,365 days ago UTC,16,svr,2143,time,0.2,,return_bps,0.0,,,,,,[],0.0,0,,,,0.0,,0.0026,-0.0002834078457836231,43.75998018455583,128.66458254386285
BTCUSDT,4h,365 days ago UTC,16,hgb_reg,2143,time,0.2,,return_bps,0.0,,,,,,[],22.0,12,,19.93820233457011,,239.25842801484134,0.44424466182036626,0.0026,-0.11740884506874183,47.95456302196576,448.4922448171345
BTCUSDT,4h,365 days ago UTC,16,hgb_reg,2143,time,0.2,,return_bps,0.0,,,,,,[],22.0,12,,19.93820233457011,,239.25842801484134,0.44424466182036626,0.0026,-0.11740882668361308,47.954564914368795,448.49224764915834
BTCUSDT,4h,365 days ago UTC,16,hgb_reg,2143,time,0.2,,return_bps,0.0,,,,,,[],22.0,12,,19.93820233457011,,239.25842801484134,0.44424466182036626,0.0026,-0.11736849802873017,47.95869413779756,448.49808802345035
BTCUSDT,4h,365 days ago UTC,16,hgb_reg,2143,time,0.2,,return_bps,0.0,,,,,,[],22.0,12,,19.93820233457011,,239.25842801484134,0.44424466182036626,0.0026,-0.1173685166083247,47.95869224539452,448.49808549358477
BTCUSDT,4h,365 days ago UTC,16,hgb_reg,2143,time,0.2,,return_bps,0.0,,,,,,[],22.0,12,,19.93820233457011,,239.25842801484134,0.44424466182036626,0.0026,-0.1174005074763107,47.955420280541944,448.49351248449557
BTCUSDT,4h,365 days ago UTC,16,hgb_reg,2143,time,0.2,,return_bps,0.0,,,,,,[],22.0,12,,19.93820233457011,,239.25842801484134,0.44424466182036626,0.0026,-0.1174058103159743,47.95487526846702,448.49271007169307
BTCUSDT,8h,365 days ago UTC,16,linreg,1048,time,0.2,,return_bps,0.0,,,,,,[],59.0,153,,-18.597308683801156,,-2845.3882286215767,-0.21224622538674953,0.0026,-2.0856600004896233,134.02442590273301,842.9680852647008
BTCUSDT,8h,365 days ago UTC,16,linreg,1048,time,0.2,,return_bps,0.0,,,,,,[],59.0,153,,-18.597308683801156,,-2845.3882286215767,-0.21224622538674953,0.0026,-2.0859977650654846,134.0176198797847,842.971021390338
BTCUSDT,8h,365 days ago UTC,16,rf_reg,1048,time,0.2,,return_bps,0.0,,,,,,[],28.0,3,,71.93801559693301,,215.81404679079904,1.0898334010147623,0.0026,-0.07332905695894221,69.62677480455228,208.46368385849527
BTCUSDT,8h,365 days ago UTC,16,hgb_reg,1048,time,0.2,,return_bps,0.0,,,,,,[],35.0,31,,-4.139116953923848,,-128.31262557163927,-0.042033402221041814,0.0026,-0.3037918111953488,79.57650201328434,295.645668318539
BTCUSDT,8h,365 days ago UTC,16,svr,1048,time,0.2,,return_bps,0.0,,,,,,[],0.0,0,,,,0.0,,0.0026,-0.0016309264085521136,66.98264434180157,110.06821419142783
BTCUSDT,8h,365 days ago UTC,16,hgb_reg,1048,time,0.2,,return_bps,0.0,,,,,,[],35.0,31,,-4.139116953923848,,-128.31262557163927,-0.042033402221041814,0.0026,-0.30385569007450086,79.56703343118934,295.64646968676794
BTCUSDT,8h,365 days ago UTC,16,hgb_reg,1048,time,0.2,,return_bps,0.0,,,,,,[],35.0,31,,-4.139116953923848,,-128.31262557163927,-0.042033402221041814,0.0026,-0.30388868046057715,79.56206511116787,295.6469000154484
BTCUSDT,8h,365 days ago UTC,16,hgb_reg,1048,time,0.2,,return_bps,0.0,,,,,,[],35.0,31,,-4.139116953923848,,-128.31262557163927,-0.042033402221041814,0.0026,-0.30388868046057715,79.56206511116787,295.6469000154484
BTCUSDT,8h,365 days ago UTC,16,hgb_reg,1048,time,0.2,,return_bps,0.0,,,,,,[],35.0,31,,-4.139116953923848,,-128.31262557163927,-0.042033402221041814,0.0026,-0.3039816692858117,79.5477548148898,295.6481791379273
BTCUSDT,8h,365 days ago UTC,16,hgb_reg,1048,time,0.2,,return_bps,0.0,,,,,,[],35.0,31,,-4.139116953923848,,-128.31262557163927,-0.042033402221041814,0.0026,-0.3039816447608561,79.54775865143034,295.6481787868598
BTCUSDT,8h,365 days ago UTC,16,hgb_reg,1048,time,0.2,,return_bps,0.0,,,,,,[],35.0,31,,-4.139116953923848,,-128.31262557163927,-0.042033402221041814,0.0026,-0.3039816692858117,79.5477548148898,295.6481791379273
BTCUSDT,1d,365 days ago UTC,16,linreg,318,time,0.2,,return_bps,0.0,,,,,,[],51.0,30,,-23.840743495724855,,-715.2223048717457,-0.1745016323055116,0.0026,-0.3877079617795163,147.1290002480865,305.9330171729011
BTCUSDT,1d,365 days ago UTC,16,linreg,318,time,0.2,,return_bps,0.0,,,,,,[],51.0,30,,-23.840743495724855,,-715.2223048717457,-0.1745016323055116,0.0026,-0.38774627664038763,147.1147472029733,305.9213406884848
BTCUSDT,1d,365 days ago UTC,16,rf_reg,318,time,0.2,,return_bps,0.0,,,,,,[],17.0,32,,38.23411127422194,,1223.491560775102,0.2483858021481167,0.0026,0.034047652115086535,125.86886608954715,429.8277766339912
BTCUSDT,1d,365 days ago UTC,16,hgb_reg,318,time,0.2,,return_bps,0.0,,,,,,[],26.0,10,,77.07931184254304,,770.7931184254303,0.6768291106780987,0.0026,-0.34767769047978603,157.10653749710283,487.97150360561375
BTCUSDT,1d,365 days ago UTC,16,svr,318,time,0.2,,return_bps,0.0,,,,,,[],0.0,0,,,,0.0,,0.0026,-0.004882727625842742,122.28178738531834,101.81576131635772
BTCUSDT,1d,365 days ago UTC,16,hgb_reg,318,time,0.2,,return_bps,0.0,,,,,,[],26.0,10,,77.07931184254304,,770.7931184254303,0.6768291106780987,0.0026,-0.34767769047978603,157.10653749710283,487.97150360561375
BTCUSDT,1d,365 days ago UTC,16,hgb_reg,318,time,0.2,,return_bps,0.0,,,,,,[],26.0,10,,77.07931184254304,,770.7931184254303,0.6768291106780987,0.0026,-0.34767769047978603,157.10653749710283,487.97150360561375
BTCUSDT,1d,365 days ago UTC,16,hgb_reg,318,time,0.2,,return_bps,0.0,,,,,,[],26.0,10,,77.07931184254304,,770.7931184254303,0.6768291106780987,0.0026,-0.34767769047978603,157.10653749710283,487.97150360561375
BTCUSDT,1d,365 days ago UTC,16,hgb_reg,318,time,0.2,,return_bps,0.0,,,,,,[],26.0,10,,77.07931184254304,,770.7931184254303,0.6768291106780987,0.0026,-0.34767769047978603,157.10653749710283,487.97150360561375
BTCUSDT,1d,365 days ago UTC,16,hgb_reg,318,time,0.2,,return_bps,0.0,,,,,,[],26.0,10,,77.07931184254304,,770.7931184254303,0.6768291106780987,0.0026,-0.34767769047978603,157.10653749710283,487.97150360561375
BTCUSDT,1d,365 days ago UTC,16,hgb_reg,318,time,0.2,,return_bps,0.0,,,,,,[],26.0,10,,77.07931184254304,,770.7931184254303,0.6768291106780987,0.0026,-0.34775366959077125,157.12326764104824,487.94317111205834
BTCUSDT,4h,720 days ago UTC,16,linreg,4273,time,0.2,,return_bps,0.0,,,,,,[],0.0,0,,,,0.0,,0.0026,-0.10515877412427321,50.98723104551935,313.36963104610606
BTCUSDT,4h,720 days ago UTC,16,linreg,4273,time,0.2,,return_bps,0.0,,,,,,[],0.0,0,,,,0.0,,0.0026,-0.10516569992639613,50.9865880184899,313.36760727788715
BTCUSDT,4h,720 days ago UTC,16,rf_reg,4273,time,0.2,,return_bps,0.0,,,,,,[],0.0,1,,-51.466380705921885,,-51.466380705921885,-51466380705.92188,0.0026,-2.40798665409315,108.78154809300209,1403.7211208808299
BTCUSDT,4h,720 days ago UTC,16,hgb_reg,4273,time,0.2,,return_bps,0.0,,,,,,[],0.0,4,,57.022400393681366,,228.08960157472546,0.5084495345952922,0.0026,-1.3476560408810454,86.15649589065748,1048.383068002064
BTCUSDT,4h,720 days ago UTC,16,svr,4273,time,0.2,,return_bps,0.0,,,,,,[],0.0,0,,,,0.0,,0.0026,-6.204830178768717e-05,47.16376085038386,120.87210746221497
BTCUSDT,4h,720 days ago UTC,16,hgb_reg,4273,time,0.2,,return_bps,0.0,,,,,,[],0.0,4,,57.022400393681366,,228.08960157472546,0.5084495345952922,0.0026,-1.3476213696315704,86.15540426217531,1048.3706276378723
BTCUSDT,4h,720 days ago UTC,16,hgb_reg,4273,time,0.2,,return_bps,0.0,,,,,,[],0.0,4,,57.022400393681366,,228.08960157472546,0.5084495345952922,0.0026,-1.3476213696315704,86.15540426217531,1048.3706276378723
BTCUSDT,4h,720 days ago UTC,16,hgb_reg,4273,time,0.2,,return_bps,0.0,,,,,,[],0.0,4,,57.022400393681366,,228.08960157472546,0.5084495345952922,0.0026,-1.3476213392491099,86.15540331375786,1048.370617344457
BTCUSDT,4h,720 days ago UTC,16,hgb_reg,4273,time,0.2,,return_bps,0.0,,,,,,[],0.0,4,,57.022400393681366,,228.08960157472546,0.5084495345952922,0.0026,-1.3476213392491099,86.15540331375786,1048.370617344457
BTCUSDT,4h,720 days ago UTC,16,hgb_reg,4273,time,0.2,,return_bps,0.0,,,,,,[],0.0,4,,57.022400393681366,,228.08960157472546,0.5084495345952922,0.0026,-1.3476089055824767,86.15501635943924,1048.3664874839449
BTCUSDT,4h,720 days ago UTC,16,hgb_reg,4273,time,0.2,,return_bps,0.0,,,,,,[],0.0,4,,57.022400393681366,,228.08960157472546,0.5084495345952922,0.0026,-1.3476089055824767,86.15501635943924,1048.3664874839449
BTCUSDT,8h,720 days ago UTC,16,linreg,2113,time,0.2,,return_bps,0.0,,,,,,[],8.0,1,,-59.19857179947982,,-59.19857179947982,-59198571799.47982,0.0026,-0.10138072632281148,74.69055831361746,177.4504111070634
BTCUSDT,8h,720 days ago UTC,16,linreg,2113,time,0.2,,return_bps,0.0,,,,,,[],8.0,1,,-59.19857179947982,,-59.19857179947982,-59198571799.47982,0.0026,-0.10138072632281148,74.69055831361746,177.4504111070634
BTCUSDT,8h,720 days ago UTC,16,rf_reg,2113,time,0.2,,return_bps,0.0,,,,,,[],0.0,0,,,,0.0,,0.0026,-2.8111433911416697,165.5084918107606,1133.3062889317682
BTCUSDT,8h,720 days ago UTC,16,hgb_reg,2113,time,0.2,,return_bps,0.0,,,,,,[],58.0,3,,-8.155501506323098,,-24.466504518969295,-0.09256998152982872,0.0026,-1.1002878478301445,113.42568123115628,623.8879094559136
BTCUSDT,8h,720 days ago UTC,16,svr,2113,time,0.2,,return_bps,0.0,,,,,,[],0.0,0,,,,0.0,,0.0026,-0.0001156942577313913,69.4065054289359,117.49383947892274
BTCUSDT,8h,720 days ago UTC,16,hgb_reg,2113,time,0.2,,return_bps,0.0,,,,,,[],58.0,3,,-8.155501506323098,,-24.466504518969295,-0.09256998152982872,0.0026,-1.1002878478301445,113.42568123115628,623.8879094559136
BTCUSDT,8h,720 days ago UTC,16,hgb_reg,2113,time,0.2,,return_bps,0.0,,,,,,[],58.0,3,,-8.155501506323098,,-24.466504518969295,-0.09256998152982872,0.0026,-1.1002878478301445,113.42568123115628,623.8879094559136
BTCUSDT,8h,720 days ago UTC,16,hgb_reg,2113,time,0.2,,return_bps,0.0,,,,,,[],58.0,3,,-8.155501506323098,,-24.466504518969295,-0.09256998152982872,0.0026,-1.1002879283344909,113.42567933106865,623.8879087103046
BTCUSDT,8h,720 days ago UTC,16,hgb_reg,2113,time,0.2,,return_bps,0.0,,,,,,[],58.0,3,,-8.155501506323098,,-24.466504518969295,-0.09256998152982872,0.0026,-1.1002878478301445,113.42568123115628,623.8879094559136
BTCUSDT,8h,720 days ago UTC,16,hgb_reg,2113,time,0.2,,return_bps,0.0,,,,,,[],58.0,3,,-8.155501506323098,,-24.466504518969295,-0.09256998152982872,0.0026,-1.1002878478301445,113.42568123115628,623.8879094559136
BTCUSDT,8h,720 days ago UTC,16,hgb_reg,2113,time,0.2,,return_bps,0.0,,,,,,[],58.0,3,,-8.155501506323098,,-24.466504518969295,-0.09256998152982872,0.0026,-1.1002878478301445,113.42568123115628,623.8879094559136
BTCUSDT,1d,720 days ago UTC,16,linreg,673,time,0.2,,return_bps,0.0,,,,,,[],60.0,34,,-21.571548185246918,,-733.4326382983952,-0.15865062499375598,0.0026,-0.1965100467140959,129.56508262439365,223.94064462725555
BTCUSDT,1d,720 days ago UTC,16,linreg,673,time,0.2,,return_bps,0.0,,,,,,[],60.0,34,,-21.571548185246918,,-733.4326382983952,-0.15865062499375598,0.0026,-0.19651000399534224,129.56507652697914,223.9406332814136
BTCUSDT,1d,720 days ago UTC,16,rf_reg,673,time,0.2,,return_bps,0.0,,,,,,[],0.0,12,,46.662449303469714,,559.9493916416366,0.25712108749967205,0.0026,-0.16252938444707632,127.04160635564347,255.60484519608596
BTCUSDT,1d,720 days ago UTC,16,hgb_reg,673,time,0.2,,return_bps,0.0,,,,,,[],36.0,16,,36.79356940684259,,588.6971105094815,0.24264714417207203,0.0026,-0.6321079426661045,161.69838232797053,562.7276320840451
BTCUSDT,1d,720 days ago UTC,16,svr,673,time,0.2,,return_bps,0.0,,,,,,[],0.0,0,,,,0.0,,0.0026,-0.00019017392760511953,116.89051769718264,132.37516794710325
BTCUSDT,1d,720 days ago UTC,16,hgb_reg,673,time,0.2,,return_bps,0.0,,,,,,[],36.0,16,,36.79356940684259,,588.6971105094815,0.24264714417207203,0.0026,-0.6321080176838341,161.69838842538502,562.7276088955647
BTCUSDT,1d,720 days ago UTC,16,hgb_reg,673,time,0.2,,return_bps,0.0,,,,,,[],36.0,16,,36.79356940684259,,588.6971105094815,0.24264714417207203,0.0026,-0.6321079426661045,161.69838232797053,562.7276320840451
BTCUSDT,1d,720 days ago UTC,16,hgb_reg,673,time,0.2,,return_bps,0.0,,,,,,[],36.0,16,,36.79356940684259,,588.6971105094815,0.24264714417207203,0.0026,-0.6321079426661045,161.69838232797053,562.7276320840451
BTCUSDT,1d,720 days ago UTC,16,hgb_reg,673,time,0.2,,return_bps,0.0,,,,,,[],36.0,16,,36.79356940684259,,588.6971105094815,0.24264714417207203,0.0026,-0.6320138174360765,161.69074836503037,562.7571106965381
BTCUSDT,1d,720 days ago UTC,16,hgb_reg,673,time,0.2,,return_bps,0.0,,,,,,[],36.0,16,,36.79356940684259,,588.6971105094815,0.24264714417207203,0.0026,-0.6320138174360765,161.69074836503037,562.7571106965381
BTCUSDT,1d,720 days ago UTC,16,hgb_reg,673,time,0.2,,return_bps,0.0,,,,,,[],36.0,16,,36.79356940684259,,588.6971105094815,0.24264714417207203,0.0026,-0.6320440087366943,161.69319342824042,562.7475708965723
