symbol,interval,start_str,timelag,model,rows,split_mode,test_size,class_weight,label_mode,ret_bps,accuracy,precision,recall,f1,auc,confusion_matrix,best_threshold,trades,hit_rate,avg_net_ret_per_bar,avg_net_ret_per_trade,total_net_return,sharpe_like,sortino_like,cost_roundtrip,r2,mae_bps,mape_pct,log_loss
BTCUSDT,4h,720 days ago UTC,16,gru_lstm,4258,time,0.2,,direction,0.0,0.5064629847238543,0.5007874015748032,0.7553444180522565,0.6022727272727273,0.5226923714301497,"[[113, 317], [103, 318]]",0.705,3,0.6666666666666666,2.095432388667344e-05,0.005944043209186366,0.017863504276882214,1.792558866536435,59440432091.86365,0.002,,,,0.7061207189267773
BTCUSDT,4h,720 days ago UTC,16,hybrid_transformer,4258,time,0.2,,direction,0.0,0.5017626321974148,0.49560117302052786,0.4014251781472684,0.4435695538057743,0.5099375794067281,"[[258, 172], [252, 169]]",0.845,0,,0.0,,0.0,,,0.002,,,,0.7184352747733168
BTCUSDT,4h,720 days ago UTC,16,voting_soft,4273,time,0.2,,direction,0.0,0.49882903981264637,0.4954682779456193,0.7772511848341233,0.6051660516605166,0.5085461646480604,"[[98, 334], [94, 328]]",0.63,6,0.6666666666666666,3.194408998064081e-05,0.004546708807244543,0.02727838995921017,1.604959215278316,4.567857912078986,0.002,,,,0.6985783456299974
BTCUSDT,4h,720 days ago UTC,16,stacking,4273,time,0.2,,direction,0.0,0.4812646370023419,0.4857142857142857,0.8459715639810427,0.6171132238547969,0.48776768474635773,"[[54, 378], [65, 357]]",0.54,1,1.0,7.762509751037137e-06,0.006629183327385714,0.006629183327385713,1.6013752871530298,,0.002,,,,0.6939195240063222
BTCUSDT,4h,720 days ago UTC,16,metalabel,4273,time,0.2,,direction,0.0,0.5163934426229508,0.5100222717149221,0.542654028436019,0.5258323765786452,0.5044074732315253,"[[212, 220], [193, 229]]",0.815,10,0.6,2.5582717567754575e-05,0.002184764080286241,0.021888488425614083,1.764870800987008,0.768260613778874,0.002,,,,0.7981346662499378
BTCUSDT,4h,720 days ago UTC,16,arima,4273,time,0.2,,direction,0.0,0.49414519906323184,0.49414519906323184,1.0,0.6614420062695925,0.49995611725469546,"[[0, 432], [0, 422]]",0.63,0,,0.0,,0.0,,,0.002,,,,0.7294362982358127
BTCUSDT,8h,720 days ago UTC,16,logreg,2113,time,0.2,,direction,0.0,0.523696682464455,0.523696682464455,1.0,0.687402799377916,0.5035906440647441,"[[0, 201], [0, 221]]",0.525,0,,0.0,,0.0,,,0.002,,,,0.6920238954844979
BTCUSDT,8h,720 days ago UTC,16,sgdlog,2113,time,0.2,,direction,0.0,0.48104265402843605,0.5238095238095238,0.09954751131221719,0.16730038022813687,0.5021723959388578,"[[181, 20], [199, 22]]",0.51,0,,0.0,,0.0,,,0.002,,,,0.6944858092997422
BTCUSDT,8h,720 days ago UTC,16,rf,2113,time,0.2,,direction,0.0,0.5023696682464455,0.5236051502145923,0.5520361990950227,0.5374449339207048,0.4926836406204273,"[[90, 111], [99, 122]]",0.575,18,0.3888888888888889,3.171912491056518e-05,0.000743637261792139,0.011727034048794494,0.36458385395348325,0.11645708036628277,0.002,,,,0.7051848826521689
BTCUSDT,8h,720 days ago UTC,16,hgb,2113,time,0.2,,direction,0.0,0.48104265402843605,0.5142857142857142,0.16289592760180996,0.24742268041237114,0.4913554399945972,"[[167, 34], [185, 36]]",0.68,5,0.8,6.846028878570579e-05,0.005778048373513568,0.029158963518641334,2.698471802297316,57780483735.13568,0.002,,,,0.8176249038871535
BTCUSDT,8h,720 days ago UTC,16,linsvc,2113,time,0.2,,direction,0.0,0.476303317535545,0.0,0.0,0.0,0.4910402737444002,"[[201, 0], [221, 0]]",0.5,0,,0.0,,0.0,,,0.002,,,,0.6948889483586844
