symbol,interval,rows,split_mode,test_size,accuracy,precision,recall,f1,auc,confusion_matrix,predictions_file,thresholds_file
BTCUSDT,5m,207341,time,0.2,0.5104417864377351,0.513721108861113,0.35551367546148643,0.42021990575467655,0.5146718718930069,"[[13810, 6964], [13337, 7357]]",,
BTCUSDT,15m,69100,time,0.2,0.5259768451519536,0.5331133113311332,0.3536193812025686,0.42519961393349126,0.5319317086599871,"[[4846, 2122], [4429, 2423]]",,
BTCUSDT,1h,17260,time,0.2,0.526361529548088,0.5529045643153527,0.3068508923431203,0.3946686412439837,0.5346505737750318,"[[1284, 431], [1204, 533]]",,
BTCUSDT,4h,4300,time,0.2,0.5197674418604651,0.5375,0.39359267734553777,0.45442536327608984,0.5277331472375049,"[[275, 148], [265, 172]]",,
BTCUSDT,1d,700,time,0.2,0.4785714285714286,1.0,0.013513513513513514,0.02666666666666667,0.5638820638820639,"[[66, 0], [73, 1]]",,
