symbol,interval,start_str,timelag,model,rows,split_mode,test_size,class_weight,label_mode,ret_bps,accuracy,precision,recall,f1,auc,confusion_matrix,best_threshold,trades,hit_rate,avg_net_ret_per_bar,avg_net_ret_per_trade,total_net_return,sharpe_like,deflated_sharpe,sortino_like,cost_roundtrip,r2,mae_bps,rmse_bps,mape_pct
BTCUSDT,1d,720 days ago UTC,16,linreg,673,time,0.2,,return_bps,0.0,,,,,,[],46.0,70,,4.537213954128575,,317.6049767890002,0.029088932712632864,0.3047872432628682,0.046859360911408694,0.0023,-0.33794957796713465,150.3057640455817,199.9826482961505,376.6207365679259
BTCUSDT,1d,720 days ago UTC,16,rf_reg,673,time,0.2,,return_bps,0.0,,,,,,[],35.0,3,,204.3451289746431,,613.0353869239293,1.284251614468355,0.03595020679257249,,0.0023,-0.13938993953966783,138.09075101313366,184.56032153583013,307.73661687912323
BTCUSDT,1d,720 days ago UTC,16,hgb_reg,673,time,0.2,,return_bps,0.0,,,,,,[],8.0,21,,37.79462136884917,,793.6870487458326,0.22681911757392462,0.6940282834290807,0.39846934219097124,0.0023,-0.2296244711728488,149.01153074924028,191.73584752893078,418.2699482508083
BTCUSDT,1d,720 days ago UTC,16,svr,673,time,0.2,,return_bps,0.0,,,,,,[],0.0,0,,,,0.0,,,,0.0023,-0.0011825612360139015,126.16973261875503,173.00029814426742,132.690200037445
BTCUSDT,1d,720 days ago UTC,16,hgb_reg,673,time,0.2,,return_bps,0.0,,,,,,[],8.0,21,,37.79462136884917,,793.6870487458326,0.22681911757392462,0.6940282834290807,0.39846934219097124,0.0023,-0.23031832569666433,149.0468593767555,191.77638741247222,418.6214159731811
BTCUSDT,1d,720 days ago UTC,16,hgb_reg,673,time,0.2,,return_bps,0.0,,,,,,[],8.0,21,,37.79462136884917,,793.6870487458326,0.22681911757392462,0.6940282834290807,0.39846934219097124,0.0023,-0.23032353497341607,149.04712505425516,191.77669555087334,418.6243113055525
BTCUSDT,1d,720 days ago UTC,16,hgb_reg,673,time,0.2,,return_bps,0.0,,,,,,[],8.0,21,,37.79462136884917,,793.6870487458326,0.22681911757392462,0.6940282834290807,0.39846934219097124,0.0023,-0.23036888833172187,149.04943839248386,191.7793806730382,418.64969728959574
BTCUSDT,1d,720 days ago UTC,16,hgb_reg,673,time,0.2,,return_bps,0.0,,,,,,[],8.0,21,,37.79462136884917,,793.6870487458326,0.22681911757392462,0.6940282834290807,0.39846934219097124,0.0023,-0.22980973822416217,149.02095258056954,191.7465747044833,418.3575979374356
BTCUSDT,1d,720 days ago UTC,16,hgb_reg,673,time,0.2,,return_bps,0.0,,,,,,[],8.0,21,,37.79462136884917,,793.6870487458326,0.22681911757392462,0.6940282834290807,0.39846934219097124,0.0023,-0.22986475210779211,149.02375191422445,191.74977370900547,418.38444262057334
BTCUSDT,1d,720 days ago UTC,16,hgb_reg,673,time,0.2,,return_bps,0.0,,,,,,[],8.0,21,,37.79462136884917,,793.6870487458326,0.22681911757392462,0.6940282834290807,0.39846934219097124,0.0023,-0.2296392576753148,149.01228242216615,191.73670108681387,418.2767922756085
BTCUSDT,1d,720 days ago UTC,16,arima,673,time,0.2,,return_bps,0.0,,,,,,[],0.0,0,,,,0.0,,,,0.0023,-0.00625855391697594,126.94568652924255,173.44436087628972,159.48358724114598
