symbol,interval,start_str,timelag,model,rows,split_mode,test_size,class_weight,label_mode,ret_bps,accuracy,precision,recall,f1,auc,confusion_matrix,best_threshold,trades,hit_rate,avg_net_ret_per_bar,avg_net_ret_per_trade,total_net_return,sharpe_like,sortino_like,cost_roundtrip,r2,mae_bps,rmse_bps,mape_pct
BTCUSDT,1d,365 days ago UTC,16,rf_reg,318,time,0.2,,return_bps,0.0,,,,,,[],29.0,35,,31.533665550004045,,1103.6782942501416,0.18966564169141695,0.280850757372505,0.002,-0.02395229958976519,141.67238097959344,192.28612217529832,432.5230026648067
BTCUSDT,1d,365 days ago UTC,16,hgb_reg,318,time,0.2,,return_bps,0.0,,,,,,[],29.0,12,,69.86888869720468,,838.4266643664562,0.5514134143617779,3.0222576370535132,0.002,-0.2783793057441166,172.7057949170763,214.841434210326,548.1308840254123
BTCUSDT,1d,365 days ago UTC,16,svr,318,time,0.2,,return_bps,0.0,,,,,,[],0.0,0,,,,0.0,,,0.002,-0.0008851847508704047,136.86728452826839,190.09599174659573,101.76709280603227
BTCUSDT,1d,365 days ago UTC,16,hgb_reg,318,time,0.2,,return_bps,0.0,,,,,,[],29.0,12,,69.86888869720468,,838.4266643664562,0.5514134143617779,3.0222576370535132,0.002,-0.2784056260649408,172.71208644405738,214.84261768457108,548.1770847848375
BTCUSDT,1d,365 days ago UTC,16,hgb_reg,318,time,0.2,,return_bps,0.0,,,,,,[],29.0,12,,69.86888869720468,,838.4266643664562,0.5514134143617779,3.0222576370535132,0.002,-0.2785819453567364,172.75445220739726,214.85088900029203,548.5218060195062
BTCUSDT,1d,365 days ago UTC,16,hgb_reg,318,time,0.2,,return_bps,0.0,,,,,,[],29.0,12,,69.86888869720468,,838.4266643664562,0.5514134143617779,3.0222576370535132,0.002,-0.27851980091028694,172.73947640268176,214.84790508309672,548.3927779294158
BTCUSDT,1d,365 days ago UTC,16,hgb_reg,318,time,0.2,,return_bps,0.0,,,,,,[],29.0,12,,69.86888869720468,,838.4266643664562,0.5514134143617779,3.0222576370535132,0.002,-0.27841715588002325,172.71484514492602,214.84314027142713,548.1977170581649
BTCUSDT,1d,365 days ago UTC,16,hgb_reg,318,time,0.2,,return_bps,0.0,,,,,,[],29.0,12,,69.86888869720468,,838.4266643664562,0.5514134143617779,3.0222576370535132,0.002,-0.27829942406937325,172.68675143608002,214.83792271706596,547.9978808404483
BTCUSDT,1d,365 days ago UTC,16,hgb_reg,318,time,0.2,,return_bps,0.0,,,,,,[],29.0,12,,69.86888869720468,,838.4266643664562,0.5514134143617779,3.0222576370535132,0.002,-0.2783616803647837,172.7015864907512,214.8406490551626,548.100625036755
BTCUSDT,1d,365 days ago UTC,16,arima,318,time,0.2,,return_bps,0.0,,,,,,[],0.0,0,,,,0.0,,,0.002,-0.004733824572051626,137.22518165501694,190.46990831674682,133.7139737350645
BTCUSDT,4h,720 days ago UTC,16,linreg,4273,time,0.2,,return_bps,0.0,,,,,,[],0.0,1,,151.70781325404062,,151.70781325404062,151707813254.04062,,0.002,-0.034779267381375156,49.06959571456198,69.0711055422306,206.35057511371042
BTCUSDT,4h,720 days ago UTC,16,linreg,4273,time,0.2,,return_bps,0.0,,,,,,[],0.0,1,,151.70781325404062,,151.70781325404062,151707813254.04062,,0.002,-0.034790586119460176,49.07126837073868,69.07113021590412,206.36939501024122
BTCUSDT,4h,720 days ago UTC,16,rf_reg,4273,time,0.2,,return_bps,0.0,,,,,,[],44.0,37,,-17.965475193127887,,-664.7225821457318,-0.20542520389178084,-0.3105768925906781,0.002,-0.30161092181439275,57.54820723661831,77.46579143434556,352.4957790551197
BTCUSDT,4h,720 days ago UTC,16,hgb_reg,4273,time,0.2,,return_bps,0.0,,,,,,[],58.0,30,,-5.031858682351991,,-150.9557604705597,-0.06417444462697,-0.08898733748944887,0.002,-0.4912299614209985,62.656419175513925,82.91710423646788,537.6447011635299
BTCUSDT,4h,720 days ago UTC,16,svr,4273,time,0.2,,return_bps,0.0,,,,,,[],0.0,0,,,,0.0,,,0.002,-0.0012337560266275638,47.581096576734836,67.94171332860704,120.00588191263503
BTCUSDT,4h,720 days ago UTC,16,hgb_reg,4273,time,0.2,,return_bps,0.0,,,,,,[],58.0,30,,-5.2102519848100854,,-156.30755954430256,-0.06643627976714257,-0.09250428717784863,0.002,-0.4917340064953932,62.66268591915998,82.93026007507075,539.6715615311839
BTCUSDT,4h,720 days ago UTC,16,hgb_reg,4273,time,0.2,,return_bps,0.0,,,,,,[],58.0,30,,-5.201642556001178,,-156.04927668003535,-0.06632737082445213,-0.09233494796907263,0.002,-0.4917098440404646,62.66238348020886,82.92961592197668,539.4839340243767
BTCUSDT,4h,720 days ago UTC,16,hgb_reg,4273,time,0.2,,return_bps,0.0,,,,,,[],58.0,30,,-5.201642556001178,,-156.04927668003535,-0.06632737082445213,-0.09233494796907263,0.002,-0.4917098440404646,62.66238348020886,82.92961592197668,539.4839340243767
BTCUSDT,4h,720 days ago UTC,16,hgb_reg,4273,time,0.2,,return_bps,0.0,,,,,,[],58.0,30,,-5.184720575238759,,-155.54161725716278,-0.06611323277600886,-0.09200198167977003,0.002,-0.49166230402865607,62.66178903123594,82.92835255860484,539.1617962531667
BTCUSDT,4h,720 days ago UTC,16,hgb_reg,4273,time,0.2,,return_bps,0.0,,,,,,[],58.0,30,,-5.203037877221891,,-156.09113631665673,-0.06634502335193461,-0.09236239559351936,0.002,-0.4917137611497522,62.6624324961768,82.92972025558306,539.513147329331
BTCUSDT,4h,720 days ago UTC,16,hgb_reg,4273,time,0.2,,return_bps,0.0,,,,,,[],58.0,30,,-5.334762137998607,,-160.0428641399582,-0.06800835374371093,-0.09494797859137388,0.002,-0.49208159139071794,62.66705981212914,82.93968060483377,549.3576813161263
BTCUSDT,4h,720 days ago UTC,16,arima,4273,time,0.2,,return_bps,0.0,,,,,,[],0.0,0,,,,0.0,,,0.002,-0.0028773158506996133,47.64649781821602,67.99744324286664,130.9101489196004
BTCUSDT,8h,720 days ago UTC,16,linreg,2113,time,0.2,,return_bps,0.0,,,,,,[],33.0,1,,152.53854500187904,,152.53854500187904,152538545001.87903,,0.002,-0.06256406795573843,72.80280331078916,101.72056145971787,150.08009133284358
BTCUSDT,8h,720 days ago UTC,16,linreg,2113,time,0.2,,return_bps,0.0,,,,,,[],33.0,1,,152.34648924338236,,152.34648924338236,152346489243.38235,,0.002,-0.06257045753801505,72.80234820235671,101.72005491759084,150.08000068834372
BTCUSDT,8h,720 days ago UTC,16,rf_reg,2113,time,0.2,,return_bps,0.0,,,,,,[],0.0,2,,-38.44795337051953,,-76.89590674103906,-0.19872861957448243,-38447953370.51952,0.002,-0.9818976832232107,111.11113909328438,138.93670358343633,618.3278335701106
BTCUSDT,8h,720 days ago UTC,16,hgb_reg,2113,time,0.2,,return_bps,0.0,,,,,,[],57.0,19,,-14.818731358606419,,-281.55589581352194,-0.18156470868872726,-0.211093406863834,0.002,-0.297067347644113,83.21117501554704,112.3879098517066,299.50736004363233
BTCUSDT,8h,720 days ago UTC,16,svr,2113,time,0.2,,return_bps,0.0,,,,,,[],0.0,0,,,,0.0,,,0.002,-0.002129465973369715,69.66211929250858,98.77609355936104,119.42950272914483
BTCUSDT,8h,720 days ago UTC,16,hgb_reg,2113,time,0.2,,return_bps,0.0,,,,,,[],57.0,19,,-15.02027547260077,,-285.38523397941464,-0.18496508670481096,-0.21396441063783192,0.002,-0.2973320915321922,83.20210075449043,112.38162873706966,299.5044672300755
BTCUSDT,8h,720 days ago UTC,16,hgb_reg,2113,time,0.2,,return_bps,0.0,,,,,,[],57.0,19,,-14.845575299032017,,-282.06593068160834,-0.18201652075552766,-0.21147579984343262,0.002,-0.29710272073084787,83.20996640211555,112.38705543365235,299.5069821630987
BTCUSDT,8h,720 days ago UTC,16,hgb_reg,2113,time,0.2,,return_bps,0.0,,,,,,[],57.0,19,,-14.985755023456653,,-284.7293454456764,-0.18438134495708047,-0.213472665491776,0.002,-0.2972868834184297,83.20365499272204,112.38268264626679,299.50497197318276
BTCUSDT,8h,720 days ago UTC,16,hgb_reg,2113,time,0.2,,return_bps,0.0,,,,,,[],57.0,19,,-15.20784929433093,,-288.9491365922877,-0.1881462659131596,-0.2166364070529969,0.002,-0.29757674527878186,83.19365548763527,112.37606049878194,299.50165469434097
BTCUSDT,8h,720 days ago UTC,16,hgb_reg,2113,time,0.2,,return_bps,0.0,,,,,,[],57.0,19,,-15.240700937231797,,-289.5733178074041,-0.1887050013906793,-0.21710437998895205,0.002,-0.29761942088889004,83.19217638522979,112.37511281238858,299.5011495980124
BTCUSDT,8h,720 days ago UTC,16,hgb_reg,2113,time,0.2,,return_bps,0.0,,,,,,[],57.0,19,,-15.240700937231797,,-289.5733178074041,-0.1887050013906793,-0.21710437998895205,0.002,-0.29761942088889004,83.19217638522979,112.37511281238858,299.5011495980124
BTCUSDT,8h,720 days ago UTC,16,arima,2113,time,0.2,,return_bps,0.0,,,,,,[],0.0,0,,,,0.0,,,0.002,-0.00393408413107732,69.69778308941376,98.85554327389713,126.53117004043854
BTCUSDT,1d,720 days ago UTC,16,linreg,673,time,0.2,,return_bps,0.0,,,,,,[],54.0,13,,56.62566716139527,,736.1336730981385,0.5549686576114241,2.051766765335567,0.002,-0.09243439278170706,128.9756254703117,176.7440605736981,172.9447815618097
BTCUSDT,1d,720 days ago UTC,16,linreg,673,time,0.2,,return_bps,0.0,,,,,,[],54.0,13,,56.62566716139527,,736.1336730981385,0.5549686576114241,2.051766765335567,0.002,-0.09241018521477007,128.97322337123447,176.74290388910683,172.93033860808876
BTCUSDT,1d,720 days ago UTC,16,rf_reg,673,time,0.2,,return_bps,0.0,,,,,,[],0.0,4,,187.43696567930903,,749.7478627172361,1.3195383343841998,,0.002,-0.15997976117451906,138.72446572521687,182.12458984115688,367.4740526622097
BTCUSDT,1d,720 days ago UTC,16,hgb_reg,673,time,0.2,,return_bps,0.0,,,,,,[],22.0,27,,-0.09214403061261894,,-2.4878888265407113,-0.0005189060761807988,-0.0008033947783390726,0.002,-0.3667373514079868,160.1087975117045,197.690553694646,394.15278890756775
BTCUSDT,1d,720 days ago UTC,16,svr,673,time,0.2,,return_bps,0.0,,,,,,[],0.0,0,,,,0.0,,,0.002,-0.00023612688382312896,122.63755531375408,169.1147778886179,120.91388691569168
BTCUSDT,1d,720 days ago UTC,16,hgb_reg,673,time,0.2,,return_bps,0.0,,,,,,[],22.0,27,,-0.09214403061261894,,-2.4878888265407113,-0.0005189060761807988,-0.0008033947783390726,0.002,-0.3668704588616747,160.11925954652858,197.69638113226083,394.2318481572931
BTCUSDT,1d,720 days ago UTC,16,hgb_reg,673,time,0.2,,return_bps,0.0,,,,,,[],22.0,27,,-0.09214403061261894,,-2.4878888265407113,-0.0005189060761807988,-0.0008033947783390726,0.002,-0.3666283115362656,160.10024789184823,197.68584644915393,394.0916675818991
BTCUSDT,1d,720 days ago UTC,16,hgb_reg,673,time,0.2,,return_bps,0.0,,,,,,[],22.0,27,,-0.09214403061261894,,-2.4878888265407113,-0.0005189060761807988,-0.0008033947783390726,0.002,-0.36667594015683225,160.1039800788443,197.68789523502045,394.11798030193614
