symbol,interval,start_str,timelag,model,rows,split_mode,test_size,class_weight,label_mode,ret_bps,accuracy,precision,recall,f1,auc,confusion_matrix,thresholds_file
BTCUSDT,30m,365 days ago UTC,20,hgb,17462,time,0.2,,direction,0.0,0.5042955326460481,0.5123546511627907,0.39943342776203966,0.448901623686724,0.5014992675897387,"[[1056, 671], [1060, 705]]",THRESH_365_days_ago_UTC_BTCUSDT_30m_hgb_20250831_232759.csv
BTCUSDT,30m,365 days ago UTC,20,rf,17462,time,0.2,,direction,0.0,0.5080183276059564,0.5249734325185972,0.2798866855524079,0.36511456023651145,0.5237000743072449,"[[1280, 447], [1271, 494]]",THRESH_365_days_ago_UTC_BTCUSDT_30m_rf_20250831_232815.csv
BTCUSDT,30m,365 days ago UTC,20,hgb,17462,time,0.2,,direction,0.0,0.5042955326460481,0.5123546511627907,0.39943342776203966,0.448901623686724,0.5014992675897387,"[[1056, 671], [1060, 705]]",THRESH_365_days_ago_UTC_BTCUSDT_30m_hgb_20250831_232822.csv
BTCUSDT,30m,365 days ago UTC,20,linsvc,17462,time,0.2,,direction,0.0,0.516036655211913,0.5266524520255863,0.4198300283286119,0.4672131147540984,0.5287552634298452,"[[1061, 666], [1024, 741]]",THRESH_365_days_ago_UTC_BTCUSDT_30m_linsvc_20250831_232831.csv
BTCUSDT,1h,365 days ago UTC,20,logreg,8702,time,0.2,,direction,0.0,0.5264367816091954,0.5234042553191489,0.6996587030716723,0.5988315481986368,0.5268525235227974,"[[301, 560], [264, 615]]",THRESH_365_days_ago_UTC_BTCUSDT_1h_logreg_20250831_232841.csv
BTCUSDT,1h,365 days ago UTC,20,hgb,8702,time,0.2,,direction,0.0,0.506896551724138,0.5212981744421906,0.2923777019340159,0.3746355685131195,0.5288166655435448,"[[625, 236], [622, 257]]",THRESH_365_days_ago_UTC_BTCUSDT_1h_hgb_20250831_232845.csv
BTCUSDT,1h,365 days ago UTC,20,rf,8702,time,0.2,,direction,0.0,0.5120689655172413,0.5421348314606742,0.21956769055745165,0.3125506072874494,0.5303599671784138,"[[698, 163], [686, 193]]",THRESH_365_days_ago_UTC_BTCUSDT_1h_rf_20250831_232852.csv
BTCUSDT,1h,365 days ago UTC,20,hgb,8702,time,0.2,,direction,0.0,0.506896551724138,0.5212981744421906,0.2923777019340159,0.3746355685131195,0.5288166655435448,"[[625, 236], [622, 257]]",THRESH_365_days_ago_UTC_BTCUSDT_1h_hgb_20250831_232855.csv
BTCUSDT,1h,365 days ago UTC,20,linsvc,8702,time,0.2,,direction,0.0,0.5298850574712644,0.5371498172959805,0.5017064846416383,0.5188235294117647,0.5285517409050248,"[[481, 380], [438, 441]]",THRESH_365_days_ago_UTC_BTCUSDT_1h_linsvc_20250831_232859.csv
BTCUSDT,2h,365 days ago UTC,20,logreg,4322,time,0.2,,direction,0.0,0.5162037037037037,0.5340659340659341,0.5412026726057907,0.5376106194690266,0.5094051037110581,"[[203, 212], [206, 243]]",THRESH_365_days_ago_UTC_BTCUSDT_2h_logreg_20250831_232904.csv
BTCUSDT,2h,365 days ago UTC,20,hgb,4322,time,0.2,,direction,0.0,0.4699074074074074,0.4868804664723032,0.37193763919821826,0.4217171717171717,0.4813803096573376,"[[239, 176], [282, 167]]",THRESH_365_days_ago_UTC_BTCUSDT_2h_hgb_20250831_232906.csv
BTCUSDT,2h,365 days ago UTC,20,rf,4322,time,0.2,,direction,0.0,0.4976851851851852,0.5294117647058824,0.30066815144766146,0.3835227272727273,0.5158156009338021,"[[295, 120], [314, 135]]",THRESH_365_days_ago_UTC_BTCUSDT_2h_rf_20250831_232910.csv
BTCUSDT,2h,365 days ago UTC,20,hgb,4322,time,0.2,,direction,0.0,0.4699074074074074,0.4868804664723032,0.37193763919821826,0.4217171717171717,0.48142860976198787,"[[239, 176], [282, 167]]",THRESH_365_days_ago_UTC_BTCUSDT_2h_hgb_20250831_232912.csv
BTCUSDT,2h,365 days ago UTC,20,linsvc,4322,time,0.2,,direction,0.0,0.5034722222222222,0.5179856115107914,0.6414253897550112,0.573134328358209,0.5079292671800789,"[[147, 268], [161, 288]]",THRESH_365_days_ago_UTC_BTCUSDT_2h_linsvc_20250831_232914.csv
BTCUSDT,4h,365 days ago UTC,20,logreg,2132,time,0.2,,direction,0.0,0.44366197183098594,0.39705882352941174,0.1210762331838565,0.18556701030927836,0.46853254986856346,"[[162, 41], [196, 27]]",THRESH_365_days_ago_UTC_BTCUSDT_4h_logreg_20250831_232917.csv
BTCUSDT,4h,365 days ago UTC,20,hgb,2132,time,0.2,,direction,0.0,0.5140845070422535,0.5833333333333334,0.25112107623318386,0.3510971786833856,0.5348914268042148,"[[163, 40], [167, 56]]",THRESH_365_days_ago_UTC_BTCUSDT_4h_hgb_20250831_232918.csv
BTCUSDT,4h,365 days ago UTC,20,rf,2132,time,0.2,,direction,0.0,0.5211267605633803,0.5871559633027523,0.28699551569506726,0.3855421686746988,0.5307495195387573,"[[158, 45], [159, 64]]",THRESH_365_days_ago_UTC_BTCUSDT_4h_rf_20250831_232920.csv
BTCUSDT,4h,365 days ago UTC,20,hgb,2132,time,0.2,,direction,0.0,0.5140845070422535,0.5833333333333334,0.25112107623318386,0.3510971786833856,0.5348914268042148,"[[163, 40], [167, 56]]",THRESH_365_days_ago_UTC_BTCUSDT_4h_hgb_20250831_232921.csv
BTCUSDT,4h,365 days ago UTC,20,linsvc,2132,time,0.2,,direction,0.0,0.4812206572769953,0.75,0.013452914798206279,0.02643171806167401,0.538315403476993,"[[202, 1], [220, 3]]",THRESH_365_days_ago_UTC_BTCUSDT_4h_linsvc_20250831_232921.csv
BTCUSDT,30m,730 days ago UTC,20,logreg,34982,time,0.2,,direction,0.0,0.5201543739279588,0.5286253995931415,0.511817670230726,0.5200857755539671,0.5269995556234237,"[[1820, 1622], [1735, 1819]]",THRESH_730_days_ago_UTC_BTCUSDT_30m_logreg_20250831_232937.csv
BTCUSDT,30m,730 days ago UTC,20,hgb,34982,time,0.2,,direction,0.0,0.5124356775300172,0.5216995447647952,0.48368036015756893,0.5019710906701709,0.5129201099856551,"[[1866, 1576], [1835, 1719]]",THRESH_730_days_ago_UTC_BTCUSDT_30m_hgb_20250831_232953.csv
BTCUSDT,30m,730 days ago UTC,20,rf,34983,time,0.2,,direction,0.0,0.5140080045740423,0.5177124334336652,0.6293273290177315,0.568089430894309,0.5185993125631949,"[[1360, 2083], [1317, 2236]]",THRESH_730_days_ago_UTC_BTCUSDT_30m_rf_20250831_233025.csv
BTCUSDT,30m,730 days ago UTC,20,hgb,34982,time,0.2,,direction,0.0,0.5141509433962265,0.5181176470588236,0.6197579510273009,0.564398308342945,0.5126401753816466,"[[1395, 2048], [1351, 2202]]",THRESH_730_days_ago_UTC_BTCUSDT_30m_hgb_20250831_233040.csv
BTCUSDT,30m,730 days ago UTC,20,linsvc,34982,time,0.2,,direction,0.0,0.5122927387078331,0.5356962025316455,0.29777652687869405,0.3827785817655572,0.5249565947918328,"[[2526, 917], [2495, 1058]]",THRESH_730_days_ago_UTC_BTCUSDT_30m_linsvc_20250831_233059.csv
BTCUSDT,1h,730 days ago UTC,20,logreg,17462,time,0.2,,direction,0.0,0.5103092783505154,0.5093877551020408,0.7107061503416856,0.5934379457917262,0.5278938307632555,"[[534, 1202], [508, 1248]]",THRESH_730_days_ago_UTC_BTCUSDT_1h_logreg_20250831_233122.csv
BTCUSDT,1h,730 days ago UTC,20,hgb,17462,time,0.2,,direction,0.0,0.5091638029782359,0.51440329218107,0.4271070615034169,0.46670815183571873,0.5185793211950076,"[[1028, 708], [1006, 750]]",THRESH_730_days_ago_UTC_BTCUSDT_1h_hgb_20250831_233129.csv
BTCUSDT,1h,730 days ago UTC,20,rf,17462,time,0.2,,direction,0.0,0.4988545246277205,0.504297994269341,0.20045558086560364,0.28687856560717195,0.5127013504718516,"[[1390, 346], [1404, 352]]",THRESH_730_days_ago_UTC_BTCUSDT_1h_rf_20250831_233142.csv
BTCUSDT,1h,730 days ago UTC,20,hgb,17462,time,0.2,,direction,0.0,0.5091638029782359,0.51440329218107,0.4271070615034169,0.46670815183571873,0.5185793211950076,"[[1028, 708], [1006, 750]]",THRESH_730_days_ago_UTC_BTCUSDT_1h_hgb_20250831_233150.csv
BTCUSDT,1h,730 days ago UTC,20,linsvc,17462,time,0.2,,direction,0.0,0.5200458190148912,0.530441400304414,0.3969248291571754,0.45407166123778503,0.528528586649591,"[[1119, 617], [1059, 697]]",THRESH_730_days_ago_UTC_BTCUSDT_1h_linsvc_20250831_233158.csv
BTCUSDT,2h,730 days ago UTC,20,logreg,8702,time,0.2,,direction,0.0,0.5201149425287356,0.5762331838565022,0.28460686600221485,0.3810229799851742,0.5411366069030485,"[[648, 189], [646, 257]]",THRESH_730_days_ago_UTC_BTCUSDT_2h_logreg_20250831_233209.csv
BTCUSDT,2h,730 days ago UTC,20,hgb,8702,time,0.2,,direction,0.0,0.4982758620689655,0.55859375,0.1583610188261351,0.24676445211389128,0.5212685446493899,"[[724, 113], [760, 143]]",THRESH_730_days_ago_UTC_BTCUSDT_2h_hgb_20250831_233213.csv
BTCUSDT,2h,730 days ago UTC,20,rf,8702,time,0.2,,direction,0.0,0.4942528735632184,0.5583756345177665,0.12181616832779624,0.2,0.5231201980389275,"[[750, 87], [793, 110]]",THRESH_730_days_ago_UTC_BTCUSDT_2h_rf_20250831_233219.csv
BTCUSDT,2h,730 days ago UTC,20,hgb,8702,time,0.2,,direction,0.0,0.4982758620689655,0.55859375,0.1583610188261351,0.24676445211389128,0.5212685446493899,"[[724, 113], [760, 143]]",THRESH_730_days_ago_UTC_BTCUSDT_2h_hgb_20250831_233223.csv
BTCUSDT,2h,730 days ago UTC,20,linsvc,8702,time,0.2,,direction,0.0,0.521264367816092,0.5204439252336449,0.9867109634551495,0.681453154875717,0.54132713072448,"[[16, 821], [12, 891]]",THRESH_730_days_ago_UTC_BTCUSDT_2h_linsvc_20250831_233226.csv
BTCUSDT,4h,730 days ago UTC,20,logreg,4322,time,0.2,,direction,0.0,0.49421296296296297,0.5021037868162693,0.8136363636363636,0.6209887250650477,0.4815448113207547,"[[69, 355], [82, 358]]",THRESH_730_days_ago_UTC_BTCUSDT_4h_logreg_20250831_233231.csv
BTCUSDT,4h,730 days ago UTC,20,hgb,4322,time,0.2,,direction,0.0,0.5034722222222222,0.5533980582524272,0.12954545454545455,0.20994475138121546,0.5129046955403087,"[[378, 46], [383, 57]]",THRESH_730_days_ago_UTC_BTCUSDT_4h_hgb_20250831_233233.csv
BTCUSDT,4h,730 days ago UTC,20,rf,4322,time,0.2,,direction,0.0,0.4988425925925926,0.6129032258064516,0.04318181818181818,0.08067940552016985,0.532418524871355,"[[412, 12], [421, 19]]",THRESH_730_days_ago_UTC_BTCUSDT_4h_rf_20250831_233237.csv
BTCUSDT,4h,730 days ago UTC,20,hgb,4322,time,0.2,,direction,0.0,0.5034722222222222,0.5533980582524272,0.12954545454545455,0.20994475138121546,0.5129046955403087,"[[378, 46], [383, 57]]",THRESH_730_days_ago_UTC_BTCUSDT_4h_hgb_20250831_233239.csv
BTCUSDT,4h,730 days ago UTC,20,linsvc,4322,time,0.2,,direction,0.0,0.5138888888888888,0.5116822429906542,0.9954545454545455,0.6759259259259259,0.48523799313893656,"[[6, 418], [2, 438]]",THRESH_730_days_ago_UTC_BTCUSDT_4h_linsvc_20250831_233241.csv
