symbol,interval,start_str,timelag,model,rows,split_mode,test_size,class_weight,label_mode,ret_bps,accuracy,precision,recall,f1,auc,confusion_matrix,best_threshold,trades,hit_rate,avg_net_ret_per_bar,avg_net_ret_per_trade,total_net_return,sharpe_like,sortino_like,cost_roundtrip,r2,mae_bps,rmse_bps,mape_pct,mape_bps,task,sharpe_like_z,total_net_return_z,avg_net_ret_per_bar_z,trades_z,n_runs,median_sharpe,med_sharpe_z,score
BTCUSDT,1d,720 days ago UTC,16,linreg,673,time,0.2,,return_bps,0.0,,,,,,[],54.0,13,,56.62566716139527,,736.1336730981385,0.5549686576114241,2.051766765335567,0.002,-0.092434392781707,128.9756254703117,176.7440605736981,172.9447815618097,,regress,1.8708274276516417,-1.8708286933429799,-1.8708286930471745,1.8708286888869725,2,0.5549686576114241,1.8708274276516417,0.374165105421697
BTCUSDT,8h,120 days ago UTC,16,rf_reg,313,time,0.2,,return_bps,0.0,,,,,,[],7.0,10,,39.77614423306243,,397.76144233062433,0.4717605254350868,4.02093544463858,0.002,-0.249953268753388,102.22753006760524,134.6565854839562,403.4156536897303,,regress,2.6449368429168456,-2.5437605524371247,2.6439909529061,-2.645751309731257,1,0.4717605254350868,2.6457512405249326,0.8185925151923352
